epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
170,16178.9,1.12184,3.76152,1.46801,0.90408,0.85756,0.93037,0.52791,1.56417,2.4717,2.06305,6.7536e-05,6.7536e-05,6.7536e-05
171,16274.3,1.13366,3.64686,1.46781,0.90251,0.85798,0.92946,0.52783,1.564,2.46939,2.06338,6.39518e-05,6.39518e-05,6.39518e-05
172,16369.5,1.11814,3.65435,1.46079,0.9023,0.85829,0.92949,0.52691,1.56407,2.46802,2.06411,6.04763e-05,6.04763e-05,6.04763e-05
173,16464.9,1.12808,3.72927,1.46523,0.89889,0.86019,0.92958,0.52764,1.56401,2.46671,2.06459,5.71106e-05,5.71106e-05,5.71106e-05
174,16560.3,1.1161,3.76621,1.46632,0.89933,0.86069,0.92931,0.52688,1.56398,2.46535,2.06493,5.38554e-05,5.38554e-05,5.38554e-05
175,16655.7,1.11579,3.69093,1.4581,0.89745,0.86327,0.92906,0.5265,1.56388,2.46406,2.06526,5.07115e-05,5.07115e-05,5.07115e-05
176,16750.8,1.11731,3.733,1.45828,0.89767,0.86311,0.92979,0.527,1.56349,2.46315,2.06512,4.76796e-05,4.76796e-05,4.76796e-05
177,16846,1.12041,3.67046,1.45822,0.89545,0.8662,0.9294,0.52746,1.56335,2.46269,2.06544,4.47606e-05,4.47606e-05,4.47606e-05
178,16941.2,1.12422,3.72835,1.46701,0.89546,0.86669,0.92942,0.52655,1.56393,2.46227,2.06639,4.19552e-05,4.19552e-05,4.19552e-05
179,17036.2,1.13191,3.73449,1.45831,0.8959,0.86591,0.93016,0.52591,1.56482,2.46099,2.06764,3.9264e-05,3.9264e-05,3.9264e-05
180,17131.6,1.12344,3.62789,1.4626,0.89303,0.86856,0.93023,0.52678,1.56494,2.46145,2.06816,3.66877e-05,3.66877e-05,3.66877e-05
181,17226.7,1.13386,3.73051,1.47529,0.89428,0.86999,0.93051,0.5271,1.56526,2.4605,2.06878,3.4227e-05,3.4227e-05,3.4227e-05
182,17321.8,1.1205,3.69476,1.45935,0.89426,0.86934,0.93082,0.52705,1.56527,2.45929,2.0692,3.18825e-05,3.18825e-05,3.18825e-05
183,17417.2,1.13183,3.71034,1.4603,0.90379,0.86333,0.93235,0.52732,1.56536,2.45951,2.06964,2.96546e-05,2.96546e-05,2.96546e-05
184,17512.6,1.12493,3.61883,1.46595,0.9042,0.86391,0.93254,0.5274,1.56556,2.45927,2.07007,2.75441e-05,2.75441e-05,2.75441e-05
185,17608.1,1.1202,3.66638,1.45161,0.90373,0.86262,0.93169,0.5272,1.5659,2.45957,2.07083,2.55513e-05,2.55513e-05,2.55513e-05
186,17703.3,1.1083,3.59823,1.4552,0.89892,0.86623,0.93214,0.52779,1.56594,2.45862,2.07089,2.36769e-05,2.36769e-05,2.36769e-05
187,17798.5,1.11011,3.66322,1.45596,0.90185,0.86584,0.93306,0.52763,1.5662,2.45803,2.07132,2.19212e-05,2.19212e-05,2.19212e-05
188,17893.8,1.12733,3.65328,1.46922,0.9038,0.8643,0.9335,0.52803,1.56625,2.45761,2.07157,2.02847e-05,2.02847e-05,2.02847e-05
189,17989.3,1.10667,3.6241,1.45592,0.90398,0.86381,0.93349,0.5277,1.56655,2.45822,2.07203,1.87678e-05,1.87678e-05,1.87678e-05
190,18084.3,1.10476,3.62698,1.44108,0.9055,0.8628,0.93341,0.52776,1.5667,2.45832,2.07226,1.73709e-05,1.73709e-05,1.73709e-05
191,18181.2,1.04651,2.099,1.63203,0.90599,0.86155,0.93352,0.52757,1.56684,2.45917,2.07354,1.60943e-05,1.60943e-05,1.60943e-05
192,18275.7,1.01512,1.92867,1.60818,0.9055,0.8603,0.93352,0.52711,1.56606,2.45752,2.07378,1.49383e-05,1.49383e-05,1.49383e-05
193,18370.2,1.012,1.85415,1.6125,0.90636,0.85955,0.93357,0.52702,1.56587,2.45926,2.07428,1.39032e-05,1.39032e-05,1.39032e-05
194,18464.7,1.02156,1.86637,1.60231,0.9057,0.85866,0.93329,0.52616,1.56578,2.46122,2.07483,1.29893e-05,1.29893e-05,1.29893e-05
195,18559.3,1.00433,1.8301,1.60391,0.88231,0.87985,0.93321,0.52652,1.56547,2.46162,2.07506,1.21968e-05,1.21968e-05,1.21968e-05
196,18653.7,0.99757,1.79135,1.5978,0.88163,0.87938,0.93293,0.52613,1.56492,2.46281,2.07493,1.15259e-05,1.15259e-05,1.15259e-05
197,18748.2,0.99226,1.78003,1.58695,0.88264,0.87831,0.93312,0.52639,1.56453,2.46324,2.07506,1.09768e-05,1.09768e-05,1.09768e-05
198,18842.7,0.99012,1.77753,1.58766,0.8831,0.87822,0.93317,0.52684,1.56423,2.46464,2.0752,1.05495e-05,1.05495e-05,1.05495e-05
199,18937.1,0.99089,1.79322,1.59727,0.88239,0.87889,0.93297,0.52704,1.56392,2.46642,2.07519,1.02443e-05,1.02443e-05,1.02443e-05
200,19031.6,0.99367,1.74726,1.58351,0.88345,0.8782,0.93311,0.52666,1.56396,2.46403,2.07575,1.00611e-05,1.00611e-05,1.00611e-05
